"DATAID","ASSIGNMENT","STRING","STRING","TARGET","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT"
"DATAID","ASSIGNMENT","Compound Name","SMILES","Target","SpMax6_Bhs","R_TpiPCTPC","AATS3p","VP-0","SIC1","nsssSnH","MIC0","nN","nC","CIC2","R_TpiPCTPC","MLFER_L","maxsAsH2","WPOL","RNCG"
"UMLYSI0095","L","","CCCCCCCCCC1=CC=CC=C1","283.2","2.8243861510205295","2.3","1.0937017470127448","10.043605595440512","0.40047069053279877","0.0","6.796774065078518","0","15","2.3085134580001805","2.3","7.411999999999999","0.0","14.0","0.08034888079021589"
"UMLYSI0096","L","","CCCCCCCCCCC1=CC=CC=C1","283.2","2.8746905587912055","2.216374269005848","1.0860926093857195","10.75071237662706","0.38422999888995707","0.0","6.796536394970289","0","16","2.49117120197835","2.216374269005848","7.910999999999999","0.0","15.0","0.07542314629395631"
"UMLYSI0097","L","","CCC1=CC=CC(=C1)C","278","1.8001311396611737","2.896103896103896","1.3451335949712393","6.016507857945051","0.544659502606094","0.0","6.751545309820625","0","9","1.0242750002060452","2.896103896103896","4.395","0.0","9.0","0.13222535253663958"
"UMLYSI0098","V","","C=CCCC1=CC=CC=C1","275.9","1.7349170492791266","3.2","1.2668274480040882","6.085421958697398","0.5351054454010717","0.0","6.685280238679743","0","10","1.2892967262091042","3.2","4.81","0.0","9.0","0.17171088205652466"
"UMLYSI0099","L","","CC(C)(C)CC1=CC=CC=C1","272.8","2.5610379791972546","2.7358490566037736","1.3370019493554914","7.593858127134679","0.48569164281154575","0.0","6.784181072660866","0","11","1.9869903885831324","2.7358490566037736","5.004","0.0","10.0","0.1056314784741973"
"UMLYSI0100","T","","CCC1=CC=C(C=C1)CC","270.7","1.8842145122313203","2.882978723404255","1.2912673083899222","6.723614639131599","0.4981849093623235","0.0","6.772325919164824","0","10","1.89624062518029","2.882978723404255","4.894","0.0","11.0","0.11964093170330044"
"UMLYSI0101","T","","CCC1=CC=CC=C1C","267","1.7752090805799365","2.9740259740259742","1.3690960779438346","6.016507857945051","0.544659502606094","0.0","6.751545309820625","0","9","1.1195130954441406","2.9740259740259742","4.395","0.0","10.0","0.13285433930385893"
"UMLYSI0102","L","","CC(C)CCC1=CC=CC=C1","258.1","2.465563332317773","2.7358490566037736","1.2095864436124433","7.378315177510851","0.5071501674147197","0.0","6.784181072660866","0","11","1.476826036330638","2.7358490566037736","5.187999999999999","0.0","10.0","0.10527971120304623"
"UMLYSI0103","L","","CC(C)CC1=CC=CC=C1","257.6","2.125481653334398","2.7888888888888888","1.2441188349664447","6.671208396324304","0.511549931311684","0.0","6.772325919164824","0","10","1.5780959575386344","2.7888888888888888","4.688999999999999","0.0","9.0","0.11511283155423599"
"UMLYSI0104","L","","CCCCCCCC1=CC=CC=C1","257.1","2.589002659296924","2.511111111111111","1.1139927806848127","8.629392033067417","0.4387271977644848","0.0","6.794523438622368","0","13","1.91192678575154","2.511111111111111","6.414","0.0","12.0","0.09242047237168015"
"UMLYSI0105","L","","CCCCCCCCC1=CC=CC=C1","257.1","2.7191101387604806","2.3986486486486487","1.1028327121651753","9.336498814253964","0.4185606377039313","0.0","6.796248324843849","0","14","2.114971263539378","2.3986486486486487","6.912999999999999","0.0","13.0","0.0859629486510333"
"UMLYSI0106","L","","CCC1=CC=C(C=C1)C","257.1","1.7475184446520335","2.896103896103896","1.3451335949712393","6.016507857945051","0.544659502606094","0.0","6.751545309820625","0","9","1.3099892859203313","2.896103896103896","4.395","0.0","9.0","0.13222119485781397"
"UMLYSI0107","L","","CCCCCC1=CC=CC=C1","255","2.2038023695424895","2.7358490566037736","1.1458786907409197","7.215178470694321","0.48569164281154575","0.0","6.784181072660866","0","11","1.5047848327070623","2.7358490566037736","5.4159999999999995","0.0","10.0","0.10876043960625752"
"UMLYSI0108","L","","CCCCCCC1=CC=CC=C1","246.7","2.4222361339711367","2.628099173553719","1.1279428663343591","7.922285251880869","0.4611319480969564","0.0","6.790894279573414","0","12","1.7039805159587922","2.628099173553719","5.914999999999999","0.0","11.0","0.09992697064312199"
"UMLYSI0109","L","","CCCCC1=CC=CC=C1","245.1","1.9201931391727807","2.7888888888888888","1.1697931232830012","6.508071689507773","0.511549931311684","0.0","6.772325919164824","0","10","1.3799756449484901","2.7888888888888888","4.916999999999999","0.0","9.0","0.11929038633715275"
"UMLYSI0110","T","","C1=CC=C(C=C1)OC2=CC=CC=C2","241.4","2.565462167001456","5.387254901960785","1.3307222039737396","7.181750982360123","0.34220207954842957","0.0","9.548811986070929","0","12","2.5534372153565466","5.387254901960785","6.428","0.0","14.0","0.38914880249644573"
"UMLYSI0111","V","","CCCC1=CC=CC=C1","235.7","1.5785749374988307","2.84","1.2032733288419126","5.800964908321225","0.5352191513717728","0.0","6.751545309820625","0","9","1.2914007370839884","2.84","4.417999999999999","0.0","8.0","0.1315182764874334"
"UMLYSI0112","T","","CCC1=CC=CC=C1","223.7","1.2264093687703719","2.8852459016393444","1.2534936371802792","5.093858127134677","0.5359772469760162","0.0","6.714395846294912","0","8","1.3955230821535416","2.8852459016393444","3.919","0.0","7.0","0.13990466851281114"
"UMLYSI0113","L","","CC1=CC(=CC=C1)C","221.6","1.14835780884631","2.9193548387096775","1.428381492415092","5.309401076758503","0.5269062927184988","0.0","6.714395846294912","0","8","1.6394319446848296","2.9193548387096775","3.896","0.0","7.0","0.14775531448727985"
"UMLYSI0114","T","","C#CC1=CC=CC=C1","216.3","1.0223430297315559","4.032786885245901","1.4907011520581677","4.464101615137754","0.5643904753485983","0.0","6.064129900316413","0","8","1.311751998328591","4.032786885245901","3.4309999999999996","0.0","7.0","0.24800718811416014"
"UMLYSI0115","L","","CC1=CC=C(C=C1)C","211.1","1.2109970556469187","2.9193548387096775","1.428381492415092","5.309401076758503","0.5269062927184988","0.0","6.714395846294912","0","8","1.972765278018163","2.9193548387096775","3.896","0.0","7.0","0.1413039149963234"
"UMLYSI0116","L","","CC1=CC=CC=C1C","204.8","1.0856276834111092","2.967741935483871","1.4588791980165767","5.309401076758503","0.5269062927184988","0.0","6.714395846294912","0","8","1.7505430557959407","2.967741935483871","3.896","0.0","8.0","0.1484786971887029"
"UMLYSI0117","L","","CCC(C)C1=CC=CC=C1","199.1","1.9864271832188638","2.7888888888888888","1.2690061898654628","6.671208396324304","0.511549931311684","0.0","6.772325919164824","0","10","1.4947626242053014","2.7888888888888888","4.688999999999999","0.0","11.0","0.12048862005077073"
"UMLYSI0118","L","","CC1=CC2C3CC(C=C3C)C2C1","189.2","2.354717724016786","1.9759358288770053","1.332952827201714","7.878315177510851","0.509250056260695","0.0","6.751545309820625","0","12","1.1523093752317988","1.9759358288770053","5.752","0.0","15.0","0.15233310292279284"
"UMLYSI0119","V","","CC(C)C1=CC=CC=C1","187.6","1.4352223922889926","2.84","1.2999640246331123","5.964101615137756","0.5135362705434916","0.0","6.751545309820625","0","9","1.7083001419489152","2.84","4.1899999999999995","0.0","9.0","0.12730694951905921"
"UMLYSI0120","L","","CC1=CCC=CC1","175.6","1.137707795215575","2.0","1.2190945561126583","4.646264369941973","0.5515518223726451","0.0","6.779077412629033","0","7","1.1476338237839379","2.0","3.48","0.0","5.0","0.21259327267147016"
"UMLYSI0121","T","","C=CC1=CC=CC=C1","174","1.163588420680019","3.459016393442623","1.3795409099687599","4.671208396324302","0.3826597655573916","0.0","6.503912516","0","8","1.7193609377704338","3.459016393442623","3.812","0.0","7.0","0.20497927344046132"
"UMLYSI0122","L","","CC1=CC=CC=C1","170.9","1.0519709796732946","2.9166666666666665","1.3246944147924455","4.386751345948129","0.5226524731716994","0.0","6.644859528439603","0","7","1.5412943652509168","2.9166666666666665","3.42","0.0","5.0","0.15726784115780973"
"UMLYSI0123","L","","CC(C)(C)C1=CCCCC1","161","2.6437878823374","1.3888888888888888","1.2377069527107656","7.405777393935818","0.41873473732314465","0.0","6.7790978643922335","0","10","1.8315790183980099","1.3888888888888888","4.625","0.0","11.0","0.16778678190444782"
"UMLYSI0124","T","","C1=CC2C3C=CC(C3)C2C1","157.8","2.0955655001705726","1.9453125","1.2012349537331002","6.033015715890102","0.5438178579130678","0.0","6.685280238679743","0","10","0.9777170456512247","1.9453125","4.8","0.0","10.0","0.18117844686954604"
"UMLYSI0125","L","","CCOC1=CC=CC=C1","112.3","1.4116480451413633","2.84","1.1398451628140012","5.50210641759854","0.5684716554740245","0.0","10.37256490086565","0","8","1.3220744988823019","2.84","4.279","0.0","8.0","0.5478045237254359"
"UMLYSI0126","L","","COC1=CC=CC=C1","107.1","1.2061421984700327","2.8852459016393444","1.3056632162075392","4.794999636411992","0.5629036179525455","0.0","10.764027830197577","0","7","1.4449634674227343","2.8852459016393444","3.78","0.0","7.0","0.5879537691590906"
"UMLYSI0127","L","","C1CCC2CCCCC2C1","105.5","1.964241148815488","1.0","1.092356481075449","6.811554787871632","0.2492259133256579","0.0","6.7790978643922335","0","10","2.9999999999999996","1.0","5.02","0.0","12.0","0.10840869733338719"
"UMLYSI0128","L","","C1=CCC=CC1","101.4","1.0618964237605781","2.0","1.0561909658100002","3.7236146391315983","0.5122222920737836","0.0","6.751545309820625","0","6","1.8571428571428565","2.0","3.0039999999999996","0.0","3.0","0.22758774106823076"
"UMLYSI0129","T","","C1CCC(C2CCCCC2)CC1","100.3","2.6194246896008004","1.0","1.0777676617910692","8.225768350244728","0.2292079758600862","0.0","6.773083880905768","0","12","3.351421673590418","1.0","6.018","0.0","14.0","0.08941617255985078"
"UMLYSI0130","T","","C1=CC=CC=C1","100.3","0.9271090222896554","2.9166666666666665","1.1617575785282857","3.464101615137755","0.2789429456511298","0.0","6.503912516","0","6","2.5849625007211565","2.9166666666666665","2.944","0.0","3.0","0.16666666666666669"
"UMLYSI0131","L","","CC(CC(C)(C)C)CC(C)(C)C","99.3","2.6198314269883647","1.0","1.235473977312553","9.99156383156272","0.26856881897204365","0.0","6.679290298877863","0","12","3.1512747600705495","1.0","4.71","0.0","10.0","0.09877200193386818"
"UMLYSI0132","L","","C1=CCCC=C1","98.8","1.0302368808528255","2.0277777777777777","1.0358050304446333","3.723614639131598","0.5872650163701244","0.0","6.751545309820625","0","6","1.2857142857142851","2.0277777777777777","3.0039999999999996","0.0","3.0","0.23164321836474258"
"UMLYSI0133","T","","CC1=CCCC1","97.7","0.6954569460966947","1.4","1.0181556622425725","4.198670612749268","0.5229792966721748","0.0","6.794779896422575","0","6","0.9221804688852169","1.4","3.041","0.0","2.0","0.26801192819506736"
"UMLYSI0134","L","","C=CCCCCCCCCCC","90.3","2.424083937327378","1.12987012987013","0.9705012571830528","8.648418081055102","0.34990700302033995","0.0","6.732876570223358","0","12","2.4517961807358444","1.12987012987013","5.654999999999999","0.0","9.0","0.1429644231750335"
"UMLYSI0135","T","","CC(C)=CC(C)(C)C","89.3","2.238146706840163","1.4166666666666667","1.2844989722448994","6.577350269189626","0.4060452473165336","0.0","6.732876570223358","0","8","2.1164161466446347","1.4166666666666667","3.271","0.0","5.0","0.1830914189034715"
"UMLYSI0136","L","","CC(C)=C(C)C(C)C","87","1.8313637792695547","1.4166666666666667","1.317658594545523","6.577350269189626","0.3388269488689015","0.0","6.732876570223358","0","8","2.1164161466446347","1.4166666666666667","3.4319999999999995","0.0","8.0","0.18113267362959584"
"UMLYSI0137","L","","CC1C=CCCC1","85","1.4233791162834535","1.4166666666666667","1.0524207296414911","4.8533711511285205","0.5140753520423561","0.0","6.790838447282358","0","7","0.881836184324392","1.4166666666666667","3.335","0.0","5.0","0.2259595485111248"
"UMLYSI0138","V","","CC1CCC(C)C(C)C1","82.8","2.1247320936836074","1.0","1.1396605405984341","6.8533711511285205","0.3042378325396761","0.0","6.732876570223358","0","9","2.1314398156161","1.0","3.937","0.0","10.0","0.13596972071339228"
"UMLYSI0139","L","","C1=CCCC1","80.5","0.5882352941176476","1.4","0.8136785076909304","3.276020881938894","0.5528644692833689","0.0","6.796774065078518","0","5","1.2307692307692304","1.4","2.5649999999999995","0.0","0.0","0.3021518851251695"
"UMLYSI0140","V","","C1=CCCCCC1","79","1.4558981083692466","1.4285714285714286","1.06892758541979","4.690234444311988","0.45516256782841336","0.0","6.790838447282358","0","7","1.6584092107540487","1.4285714285714286","3.5629999999999997","0.0","7.0","0.22143465629791959"
"UMLYSI0141","L","","C1CCCC=CCC1","78","1.5721329067515422","1.4375","1.059110873790575","5.397341225498536","0.418805365949735","0.0","6.78663383797895","0","8","1.9090909090909087","1.4375","4.061999999999999","0.0","8.0","0.19533566361303162"
"UMLYSI0142","L","","CCCCC1CCCCC1","76.8","2.096297644352613","1.0","1.0100577654547567","7.234204518682008","0.24977226924802723","0.0","6.732876570223358","0","10","2.7169925001442317","1.0","4.8919999999999995","0.0","9.0","0.1248321749444263"
"UMLYSI0143","V","","C=CCCCCCCCC","74.8","2.082258194602262","1.1636363636363636","0.9626377628063836","7.234204518682006","0.39030275175301177","0.0","6.732876570223358","0","10","1.9924812503605778","1.1636363636363636","4.657","0.0","7.0","0.16776253406189773"
"UMLYSI0144","T","","CC(C)C1CCCCC1","74.7","1.7580824608660492","1.0","1.0753014032169599","6.69023444431199","0.29376145454121355","0.0","6.732876570223358","0","9","2.203109016865335","1.0","4.165","0.0","9.0","0.13437397670723394"
"UMLYSI0145","T","","CCCCCCC#C","74.1","1.5683363928718959","1.3888888888888888","0.98416242299343","5.612884175122364","0.4281199821993657","0.0","6.78663383797895","0","8","1.4888585228256122","1.3888888888888888","3.278","0.0","5.0","0.24164741937829443"
"UMLYSI0146","L","","C=C(C)C(C)(C)C","72.8","1.0833689482931816","1.2142857142857142","1.34731487139535","5.707106781186548","0.460373401579108","0.0","6.732876570223358","0","7","1.906623810347988","1.2142857142857142","2.725","0.0","6.0","0.24594253133368382"
"UMLYSI0147","L","","CCCCCCCCCCCC","71.7","2.5013945183490494","1.0","0.9415189944722401","9.071067811865477","0.2105619779013381","0.0","6.679290298877863","0","12","3.419693076370373","1.0","5.7620000000000005","0.0","9.0","0.0980718268240334"
"UMLYSI0148","L","","CCCC1CCCCC1","69.2","1.7757242005363651","1.0","1.0109422658354859","6.52709773749546","0.2622784961923927","0.0","6.732876570223358","0","9","2.5025048672332173","1.0","4.393","0.0","8.0","0.1388634064604909"
"UMLYSI0149","L","","C=C(C)CC(C)(C)C","68.5","2.2303170963181844","1.1944444444444444","1.2746362032692318","6.414213562373095","0.4542134895548619","0.0","6.732876570223358","0","8","1.7516291673878235","1.1944444444444444","3.2239999999999998","0.0","5.0","0.21503028550864678"
"UMLYSI0150","L","","CC1(C)CCCCC1","67.9","1.7395605003368728","1.0","1.12839340199397","6.035533905932738","0.29470851304463774","0.0","6.732876570223358","0","8","2.3951643106401685","1.0","3.71","0.0","7.0","0.14645146912506654"
"UMLYSI0151","L","","C=CCCC(=C)C","67.7","1.192541037376471","1.4642857142857142","1.1521149248226301","4.905777393935816","0.5631166787587625","0.0","6.790838447282358","0","7","1.092362500113865","1.4642857142857142","3.03","0.0","4.0","0.21525456270691126"
"UMLYSI0152","L","","CC1CCCC(C)C1","67.6","1.6769693905074625","1.0","1.0702254537199702","5.983127663125442","0.30933640871248336","0.0","6.732876570223358","0","8","1.979573958513623","1.0","3.666","0.0","7.0","0.15146210850795497"
"UMLYSI0153","L","","CC1CCC(C)CC1","67.6","1.7444774680820094","1.0","1.07022545371997","5.983127663125442","0.30933640871248336","0.0","6.732876570223358","0","8","2.2295739585136234","1.0","3.666","0.0","7.0","0.15147414144425117"
"UMLYSI0154","V","","CC(C)(C)C(=O)C(C)(C)C","65.8","2.589326043002539","1.1636363636363636","1.2863762536363628","7.908248290463863","0.3123005824920142","0.0","9.474970853405472","0","9","3.3060151796531625","1.1636363636363636","4.061000000000001","0.0","12.0","0.4827447424706873"
"UMLYSI0155","L","","CCCCCCCCCCC","64.7","2.359512560518155","1.0","0.9354316843706202","8.36396103067893","0.21699763848414036","0.0","6.673894307913393","0","11","3.2634259852769083","1.0","5.263","0.0","8.0","0.10653703263920793"
"UMLYSI0156","T","","CCCCC=C(C)C","64.5","1.7875560621951518","1.4166666666666667","1.0660723909711034","6.198670612749268","0.4310807801564983","0.0","6.732876570223358","0","8","1.3443609377704342","1.4166666666666667","3.683","0.0","5.0","0.18609539134785172"
"UMLYSI0157","L","","C=CCCCCCCC","64.4","1.879041347220184","1.1777777777777778","0.9570473097729703","6.527097737495458","0.4160559208103882","0.0","6.732876570223358","0","9","1.730705776044465","1.1777777777777778","4.158","0.0","6.0","0.18369399427476046"
"UMLYSI0158","L","","CC(C)CCOCCC(C)C","63.6","2.657839583124694","1.0","1.012701572825332","8.391375953589305","0.3265401639356156","0.0","9.101528875984172","0","10","2.273319697231935","1.0","4.668","0.0","8.0","0.49099118803417097"
"UMLYSI0159","L","","CC(C)=C(C)C","62.4","0.529411764705883","1.4285714285714286","1.3528808371428582","5.0","0.2936250520051289","0.0","6.732876570223358","0","6","2.945530556036326","1.4285714285714286","2.662","0.0","4.0","0.23383416084136782"
"UMLYSI0160","V","","COC1CCCC1","62.3","1.550284617119198","1.0","0.9132028965561753","4.814025684399679","0.36787069326357547","0.0","10.299818506707174","0","6","1.7239414474822872","1.0","3.256","0.0","4.0","0.7109635122332583"
"UMLYSI0161","V","","CC(CC=O)CC(C)(C)C","62.3","2.519632658913983","1.1636363636363636","1.1827522842846512","7.4771623912162095","0.42434286661077175","0.0","9.474970853405472","0","9","1.8490870539577617","1.1636363636363636","4.268","0.0","8.0","0.45496068907182186"
"UMLYSI0162","L","","C1=CCCCC1","62.2","1.1723239168655812","1.4166666666666667","0.9549001395608261","3.9831276631254413","0.5","0.0","6.794779896422575","0","6","1.5","1.4166666666666667","3.064","0.0","3.0","0.25558302974943453"
"UMLYSI0163","L","","CC(C)CC(C)(C)C","61.7","2.3273741267382384","1.0","1.1615653768062222","6.784457050376173","0.29083320107014615","0.0","6.648700044059478","0","8","2.590701786011202","1.0","3.126","0.0","5.0","0.14403678193375585"
"UMLYSI0164","V","","CC1=CCCCC1","62","1.5266951492450016","1.4166666666666667","1.0920603703888274","4.905777393935816","0.4789564698014677","0.0","6.790838447282358","0","7","1.1976256580086027","1.4166666666666667","3.54","0.0","5.0","0.22963286004133784"
"UMLYSI0165","V","","C=CCC(C)(C)C","61.4","1.2730869311839286","1.2142857142857142","1.2010594652042623","5.49156383156272","0.48434290157595244","0.0","6.732876570223358","0","7","1.7754386911973472","1.2142857142857142","2.7479999999999998","0.0","4.0","0.23483651122810975"
"UMLYSI0166","V","","CC1CC=CCC1","61","1.310427982668231","1.4166666666666667","1.0660723909711034","4.8533711511285205","0.5140753520423561","0.0","6.790838447282358","0","7","0.9870993422191288","1.4166666666666667","3.335","0.0","5.0","0.22466878640221122"
"UMLYSI0167","L","","CC(C)C(C)C(C)C","60.9","1.9208805066143317","1.0","1.1457825898798883","6.732050807568878","0.2519261414095505","0.0","6.648700044059478","0","8","2.9603033427203105","1.0","3.082","0.0","8.0","0.14264854374094726"
"UMLYSI0168","L","","CCC1CCCCC1","60.7","1.7648171397774186","1.0","1.012057505445971","5.819990956308912","0.2774407006980149","0.0","6.732876570223358","0","8","2.40726822961739","1.0","3.8939999999999997","0.0","7.0","0.15591413791702666"
"UMLYSI0169","L","","CCCCC(C)C(C)C","60.2","2.124692898164305","1.0","1.0581363792510268","7.276020881938894","0.2817120336304526","0.0","6.65913786016461","0","9","2.2511797419015274","1.0","3.8089999999999997","0.0","8.0","0.13161432581817795"
"UMLYSI0170","L","","CC=C(CC)CC","59.8","1.7213083260279096","1.3571428571428572","1.1139983865683765","5.49156383156272","0.4350989811089401","0.0","6.732876570223358","0","7","1.5364125003090678","1.3571428571428572","3.184","0.0","6.0","0.21913988696323777"
"UMLYSI0171","V","","CC(CO)CC(C)(C)C","59","2.4297116490231114","1.0","1.1473202321157725","6.9387774270626785","0.39643492935388536","0.0","9.449442116690685","0","8","1.9175717596599018","1.0","3.976","0.0","7.0","0.536125959069258"
"UMLYSI0172","T","","CCC1CCCC1","58.6","1.5540622267521127","1.0","0.9522868795926913","5.112884175122364","0.29625381324518285","0.0","6.732876570223358","0","7","2.1299550453905036","1.0","3.395","0.0","4.0","0.17855106122763834"
"UMLYSI0173","L","","C1CCCCCCC1","57.7","1.640186762120041","1.0","1.0023920954884442","5.65685424949238","0.20028426271971758","0.0","6.732876570223358","0","8","3.6666666666666674","1.0","4.122","0.0","8.0","0.12499999999999999"
"UMLYSI0174","T","","CCCCCCCCCC","57.2","2.198203331056927","1.0","0.9279916386908635","7.6568542494923815","0.22432815243737164","0.0","6.667318507215866","0","10","3.0943609377704338","1.0","4.764","0.0","7.0","0.1166016673511864"
"UMLYSI0175","V","","C=C(C)CCCCC","56.6","1.753404804635431","1.1944444444444444","1.0430830245631169","6.035533905932738","0.45421348955486196","0.0","6.732876570223358","0","8","1.209147917027245","1.1944444444444444","3.6359999999999997","0.0","5.0","0.20803840538009574"
"UMLYSI0176","L","","CCC(C)CC(C)C","56.1","1.980031229581089","1.0","1.0501248597115724","6.568914100752346","0.28763906843435644","0.0","6.648700044059478","0","8","2.2220937504160525","1.0","3.31","0.0","6.0","0.14666537516238332"
"UMLYSI0177","T","","CC(C)CCC(C)C","56.1","1.9306246743179223","1.0","1.0341498710631758","6.568914100752346","0.28763906843435644","0.0","6.648700044059478","0","8","2.500751923409765","1.0","3.31","0.0","5.0","0.1411394856294181"
"UMLYSI0178","V","","C=CCCCCCC","56","1.662932024469046","1.1944444444444444","0.9496272539286197","5.81999095630891","0.44691837875423307","0.0","6.732876570223358","0","8","1.4481203125901447","1.1944444444444444","3.6590000000000003","0.0","5.0","0.2029687941530574"
"UMLYSI0179","T","","C=CCC(C)CC","55.8","1.3382645708821634","1.2142857142857142","1.0484344091833275","5.276020881938894","0.5142098502783183","0.0","6.732876570223358","0","7","1.0242750002060452","1.2142857142857142","2.932","0.0","5.0","0.22967154238104315"
"UMLYSI0180","L","","CC(C)CC(=O)CC(C)C","55.8","2.5782672661614874","1.1636363636363636","1.0754491242664237","7.4771623912162095","0.3532332121639126","0.0","9.474970853405472","0","9","2.3221267860233525","1.1636363636363636","4.429","0.0","8.0","0.4757120861219265"
"UMLYSI0181","L","","CC(C)C(C)(C)C","55.3","1.5294467457962302","1.0","1.2253692305387784","6.077350269189626","0.2732771862669348","0.0","6.634953581644547","0","7","2.841662888534402","1.0","2.627","0.0","6.0","0.16320380412907737"
"UMLYSI0182","L","","CCC(C)C(C)CC","55.2","1.9888543817684787","1.0","1.0820748370083655","6.568914100752346","0.28763906843435644","0.0","6.648700044059478","0","8","2.3469057695636106","1.0","3.31","0.0","8.0","0.14693461186451237"
"UMLYSI0183","L","","CC1=CC=C(O1)C","55","0.6316266988400236","2.0","1.1745130388195215","4.562948828843115","0.5988322950779538","0.0","10.998740045776437","0","6","1.5673183336217962","2.0","3.015","0.0","4.0","0.7579397619402091"
"UMLYSI0184","L","","CCC#CC","54.7","0.47619047619047644","1.8","1.072114494318375","3.7071067811865475","0.4595236911453605","0.0","6.796774065078518","0","5","0.885367308025149","1.8","1.6030000000000002","0.0","2.0","0.3984600835970949"
"UMLYSI0185","T","","CCC(C)OC(C)CC","54","2.0560278942654944","1.0","0.9468688327779676","6.9771623912162095","0.32187786904760834","0.0","9.449442116690685","0","8","2.259983333653848","1.0","3.67","0.0","8.0","0.5878384153692329"
"UMLYSI0186","T","","CCC(=CC)C","53.7","0.6328383595986573","1.380952380952381","1.1355133459239042","4.784457050376173","0.46636733019903376","0.0","6.732876570223358","0","6","1.2369256948050222","1.380952380952381","2.685","0.0","4.0","0.25037729123857744"
"UMLYSI0187","L","","CCC=C(C)C","53.6","0.637303185596596","1.4285714285714286","1.103048046412646","4.784457050376173","0.46636733019903376","0.0","6.732876570223358","0","6","1.3480368059161334","1.4285714285714286","2.685","0.0","3.0","0.24271159286018454"
"UMLYSI0188","V","","CC1CCCCC1","53.6","1.6109490058562284","1.0","0.9967335788587849","5.112884175122364","0.29625381324518285","0.0","6.732876570223358","0","7","2.129955045390503","1.0","3.395","0.0","5.0","0.17115684834835573"
"UMLYSI0189","L","","C=C(C)C(C)C","53.4","0.6014571026476465","1.2380952380952381","1.1925982608557069","4.784457050376173","0.5041306906532418","0.0","6.732876570223358","0","6","1.3480368059161334","1.2380952380952381","2.41","0.0","4.0","0.2729467832633193"
"UMLYSI0190","L","","C=CC(C)(C)C","53.1","0.5309224575273367","1.2380952380952381","1.2132255062080552","4.784457050376173","0.49320831104542107","0.0","6.732876570223358","0","6","1.9602340286191264","1.2380952380952381","2.249","0.0","3.0","0.27045877458067596"
"UMLYSI0191","L","","CCCCCCCCCC=O","52.8","2.360644701378704","1.1515151515151516","0.9432135700841533","7.642452809145871","0.346516139749702","0.0","9.285756372440845","0","10","2.3763708672711856","1.1515151515151516","5.407","0.0","8.0","0.41088153708015723"
"UMLYSI0192","T","","CCCCC(C)(C)C","52.8","2.021910217786221","1.0","1.0978576239346987","6.621320343559642","0.2814621708588936","0.0","6.648700044059478","0","8","2.4340081736593957","1.0","3.3539999999999996","0.0","5.0","0.14834913227829302"
"UMLYSI0193","L","","CCCCCCCCC(C)=O","51.9","2.5296499121293334","1.1515151515151516","0.9667637999395995","7.857995758769697","0.3361877844436174","0.0","9.285756372440845","0","10","2.0815911294509943","1.1515151515151516","5.3839999999999995","0.0","8.0","0.43660449010189195"
"UMLYSI0194","T","","CCCC(CO)CCC","50.5","2.1738438236534052","1.0","0.9801332471480619","6.560097770622322","0.3808564169200222","0.0","9.449442116690685","0","8","1.7596212964565536","1.0","4.388","0.0","8.0","0.5255708634741353"
"UMLYSI0195","T","","CCCCC(CC)CO","50.4","2.0133868040670766","1.0","0.9801332471480619","6.560097770622322","0.3808564169200222","0.0","9.449442116690685","0","8","1.6855472223824797","1.0","4.388","0.0","8.0","0.5255650404748778"
"UMLYSI0196","L","","CC1CCCC1","50.3","1.3067776667178548","1.0","0.922544609635328","4.405777393935816","0.3202708816238102","0.0","6.732876570223358","0","6","1.8197159723424146","1.0","2.896","0.0","2.0","0.2001858183646059"
"UMLYSI0197","L","","CCCCCCCC(=O)CC","50.2","2.3796020287175788","1.1515151515151516","0.9596532559889064","7.857995758769697","0.3355375343170765","0.0","9.285756372440845","0","10","2.08803406300647","1.1515151515151516","5.3839999999999995","0.0","9.0","0.4367121925644466"
"UMLYSI0198","T","","C=CCC(C)C","50.2","1.1488694646706081","1.2380952380952381","1.032433234545623","4.568914100752346","0.5299114425460622","0.0","6.732876570223358","0","6","1.1949875002403854","1.2380952380952381","2.433","0.0","3.0","0.26030951457109486"
"UMLYSI0199","L","","CCCCCCCCC","50.1","2.0188440617043018","1.0","0.9186915815911677","6.949747468305834","0.23275883923821672","0.0","6.65913786016461","0","9","2.9111167030196627","1.0","4.265","0.0","6.0","0.12876631976899552"
"UMLYSI0200","T","","C1CCCCCC1","50","1.5258511213962769","1.0","1.002392095488446","4.949747468305832","0.2090686409165615","0.0","6.732876570223358","0","7","3.474021588724271","1.0","3.6229999999999998","0.0","7.0","0.14285714285714285"
"UMLYSI0201","V","","CC(C)CC(C)C","49.6","1.3969346383096644","1.0","1.0394428336589645","5.8618073195657985","0.2887482617454227","0.0","6.634953581644547","0","7","2.479110869941473","1.0","2.811","0.0","4.0","0.16021453373641104"
"UMLYSI0202","L","","CCC(C)C(C)C","49.4","1.6008848366017536","1.0","1.0767178071718904","5.8618073195657985","0.2887482617454227","0.0","6.634953581644547","0","7","2.2510625004703195","1.0","2.811","0.0","6.0","0.16668109850691973"
