"DATAID","ASSIGNMENT","STRING","STRING","TARGET","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT","INPUT"
"DATAID","ASSIGNMENT","Compound Name","SMILES","Target","SpMax6_Bhs","R_TpiPCTPC","AATS3p","VP-0","SIC1","nsssSnH","MIC0","nN","nC","CIC2","R_TpiPCTPC","MLFER_L","maxsAsH2","WPOL","RNCG"
"UMLYSI0203","L","","CCCCCC(C)C","49.4","1.8502201074798053","1.0","0.9704421181916524","6.405777393935816","0.2814621708588936","0.0","6.648700044059478","0","8","2.17420480819157","1.0","3.538","0.0","5.0","0.1453814045716478"
"UMLYSI0204","L","","C=C(C)CCCC","49.1","1.47685707417068","1.2142857142857142","1.051599730648513","5.32842712474619","0.490240350281474","0.0","6.732876570223358","0","7","1.0242750002060457","1.2142857142857142","3.137","0.0","4.0","0.23393481155109283"
"UMLYSI0205","V","","CCCCC(C)CC","48.7","1.938015646285814","1.0","0.9864171068400492","6.405777393935816","0.2814621708588936","0.0","6.648700044059478","0","8","2.1742048081915692","1.0","3.538","0.0","6.0","0.14552223187983898"
"UMLYSI0206","V","","C=CCCCCC","48.4","1.4538164657427035","1.2142857142857142","0.9393036979712623","5.112884175122363","0.48434290157595244","0.0","6.732876570223358","0","7","1.155460119356687","1.2142857142857142","3.1599999999999997","0.0","4.0","0.22676274970394536"
"UMLYSI0207","L","","CCCCC(C=O)CCCC","48.2","2.3567339416040425","1.1515151515151516","1.0007356459745755","7.805589515962401","0.360461368660094","0.0","9.285756372440845","0","10","2.146107258483253","1.1515151515151516","5.179","0.0","10.0","0.40955112329723964"
"UMLYSI0208","V","","CCCC(C)CCC","48.1","1.792072834820473","1.0","0.9864171068400492","6.405777393935816","0.2814621708588936","0.0","6.648700044059478","0","8","2.251127885114647","1.0","3.538","0.0","6.0","0.14551094871806622"
"UMLYSI0209","L","","CCC(C)(C)CC","47.7","1.8381966288054277","1.0","1.1510435188553347","5.914213562373096","0.28874826174542273","0.0","6.634953581644547","0","7","2.479110869941473","1.0","2.855","0.0","6.0","0.16782264245547732"
"UMLYSI0210","L","","CCCC(C)(C)C","47.4","1.6412229026962433","1.0","1.1137685453424089","5.914213562373095","0.28874826174542273","0.0","6.634953581644547","0","7","2.4249755439485803","1.0","2.855","0.0","4.0","0.16864662712673864"
"UMLYSI0211","L","","CCCC#C","47.3","0.4347826086956525","1.5333333333333334","0.9617896431131812","3.4915638315627207","0.5914937776373007","0.0","6.796774065078518","0","5","0.6734528847818049","1.5333333333333334","1.7810000000000001","0.0","2.0","0.35677962199892455"
"UMLYSI0212","V","","CCCCCCC(C)O","46.1","2.142937967892788","1.0","0.9162505702389709","6.560097770622322","0.35274000241362746","0.0","9.449442116690685","0","8","1.9808867946431126","1.0","4.388","0.0","6.0","0.5324601437908901"
"UMLYSI0213","L","","CCC(O)C(C)(C)C","46","2.1295011551448604","1.0","1.1210297525551065","6.231670645876131","0.3947300648255764","0.0","9.670323248283523","0","7","2.0739348962840563","1.0","3.477","0.0","8.0","0.5856691975641909"
"UMLYSI0214","L","","C=C(CC)CC","45.6","0.6307599331496679","1.2380952380952381","1.0745515422996479","4.621320343559642","0.4774848610345605","0.0","6.732876570223358","0","6","1.6394319446848296","1.2380952380952381","2.638","0.0","4.0","0.26922956058444525"
"UMLYSI0215","L","","CCC=CCC(=O)OC","45.3","1.8231164554537966","1.6444444444444444","1.0498070621483064","5.885410681680073","0.5964893833356275","0.0","11.972408340240158","0","7","0.7385607144917592","1.6444444444444444","3.797","0.0","7.0","0.37476978091882407"
"UMLYSI0216","V","","C=CC(C)CC","45.1","1.0752555011262273","1.2380952380952381","1.04155466372665","4.568914100752346","0.5299114425460622","0.0","6.732876570223358","0","6","1.0838763891292742","1.2380952380952381","2.433","0.0","4.0","0.2621703399276007"
"UMLYSI0217","L","","CCCCCCCC(C)=O","45.1","2.3371731784249135","1.1636363636363636","0.9619053960011225","7.150888977583149","0.35613322929459906","0.0","9.474970853405472","0","9","1.8387122662630007","1.1636363636363636","4.885","0.0","7.0","0.47334972654718827"
"UMLYSI0218","V","","CC(C)CCC(C)O","44.7","1.9633544333552322","1.0","0.9730631088996854","6.016127696252305","0.4060452473165336","0.0","9.670323248283523","0","7","1.605388542207534","1.0","3.661","0.0","5.0","0.578084743484055"
"UMLYSI0219","V","","CC(C)C(C)C","44","1.1307070895773181","1.0","1.0692179654008234","5.1547005383792515","0.26765360830862855","0.0","6.6160959460597875","0","6","2.750977500432694","1.0","2.312","0.0","4.0","0.1848497946758201"
"UMLYSI0220","V","","CC(O)COC(C)(C)C","44","2.625069192684847","1.0","0.9980192146128526","6.639918936339994","0.4263098923624616","0.0","11.248590157410334","0","7","1.990977500432694","1.0","3.7649999999999997","0.0","6.0","0.42968501148872124"
"UMLYSI0221","T","","CCCCC(O)CCC","43.8","2.129697135650239","1.0","0.9183057309791074","6.560097770622322","0.35274000241362746","0.0","9.449442116690685","0","8","2.027002072340762","1.0","4.388","0.0","7.0","0.5319341283592245"
"UMLYSI0222","T","","CCCCCCCCC=O","43.7","2.175508954299287","1.1636363636363636","0.9354946319879432","6.935346027959323","0.3685520513905512","0.0","9.474970853405472","0","9","2.1348013396720478","1.1636363636363636","4.908","0.0","7.0","0.44287644943420934"
"UMLYSI0223","L","","CC(=O)OCCC(C)C","43.6","2.2882435378390853","1.1777777777777778","0.996429984174214","6.308060412490447","0.4684549626077374","0.0","11.608038931487028","0","7","1.141941848108278","1.1777777777777778","3.629","0.0","6.0","0.40561908680470293"
"UMLYSI0224","L","","CCCCCC(O)CC","43.6","2.1084821181381703","1.0","0.9183057309791074","6.560097770622322","0.35274000241362746","0.0","9.449442116690685","0","8","1.9529279982666874","1.0","4.388","0.0","7.0","0.532063252105863"
"UMLYSI0225","L","","CC=C(C)C","43.5","0.5172413793103448","1.4","1.1746314538430458","4.077350269189626","0.432042580484902","0.0","6.732876570223358","0","5","2.0352883341987207","1.4","2.186","0.0","2.0","0.2917374219887114"
"UMLYSI0226","T","","CCC(=O)CC(C)CC","43.5","2.036188013646878","1.1777777777777778","1.0342271788794926","6.606918903213131","0.3905505716739621","0.0","9.698823505695543","0","8","1.6211730005192324","1.1777777777777778","4.1579999999999995","0.0","8.0","0.5198410300391865"
"UMLYSI0227","L","","CCC(C)(C)C","43.4","0.6142260553026514","1.0","1.1360438353132014","5.207106781186548","0.2907914296246045","0.0","6.6160959460597875","0","6","2.4887218755408673","1.0","2.356","0.0","3.0","0.19404997367950994"
"UMLYSI0228","V","","CCCCOC(=O)CC","43.3","2.01332536190759","1.1777777777777778","0.8811605607017031","6.144923705673916","0.449231942654911","0.0","11.608038931487028","0","7","1.1960771741011706","1.1777777777777778","3.8569999999999998","0.0","7.0","0.40161676694767656"
"UMLYSI0229","T","","CCCC(C)CC","43","1.670673510215985","1.0","0.9837546087319831","5.698670612749268","0.2934600641820215","0.0","6.634953581644547","0","7","2.0017000007525105","1.0","3.0389999999999997","0.0","5.0","0.164955491778171"
"UMLYSI0230","L","","CCCCCCC(=O)CC","43","2.1687348767408556","1.1636363636363636","0.9538252324207891","7.150888977583149","0.3532332121639127","0.0","9.474970853405472","0","9","1.866595089517514","1.1636363636363636","4.885","0.0","8.0","0.4735159528213901"
"UMLYSI0231","L","","C=C(C)CCC","42.9","0.6379334940540423","1.2380952380952381","1.0646252811320602","4.621320343559642","0.5307765202719231","0.0","6.732876570223358","0","6","0.8616541669070519","1.2380952380952381","2.638","0.0","3.0","0.2671894284301264"
"UMLYSI0232","L","","C1CCCCC1","42.7","1.4748096336326857","1.0","0.8973033952230605","4.242640687119285","0.22021878900384667","0.0","6.732876570223358","0","6","3.2516291673878226","1.0","3.1239999999999997","0.0","3.0","0.16666666666666666"
"UMLYSI0233","T","","CC(=O)CC(C)(C)C","42.7","2.3241946784501857","1.1944444444444444","1.1975721606250012","6.115355071650411","0.40822201147860115","0.0","9.968326343312846","0","7","1.8199590916958068","1.1944444444444444","3.475","0.0","5.0","0.5806848666218861"
"UMLYSI0234","L","","CC(C)C(=O)C(C)C","42.6","1.7269935770041496","1.1944444444444444","1.0806250602122514","6.062948828843115","0.3547590985255892","0.0","9.968326343312846","0","7","2.500888636756994","1.1944444444444444","3.431","0.0","8.0","0.5720853235820379"
"UMLYSI0235","V","","CCCCCCCC","42.6","1.8273665804769637","1.0","0.9067343653201285","6.242640687119286","0.24255511119829798","0.0","6.648700044059478","0","8","2.7126663466531085","1.0","3.7659999999999996","0.0","5.0","0.14376480975944134"
"UMLYSI0236","L","","C=CCCCC","42.4","1.2387453864081277","1.2380952380952381","0.9239578715481623","4.405777393935816","0.5299114425460622","0.0","6.732876570223358","0","6","0.9308270834535257","1.2380952380952381","2.6609999999999996","0.0","3.0","0.2568762128751567"
"UMLYSI0237","V","","CCCCC(C)C","42.4","1.5760047973928233","1.0","0.9651171219755201","5.698670612749268","0.2934600641820215","0.0","6.634953581644547","0","7","2.0017000007525105","1.0","3.0389999999999997","0.0","4.0","0.16479178267060993"
"UMLYSI0238","V","","OC1CCCCC1","42.3","1.6538214023651776","1.0","0.911970118256094","4.5600977706223205","0.38467345952789084","0.0","10.299818506707174","0","6","2.103903602686162","1.0","3.746","0.0","5.0","0.6531211516954047"
"UMLYSI0239","V","","CC(C)CC(C)O","42","1.4130567754486252","1.0","0.9675639239142928","5.309020915065757","0.4269149132348554","0.0","9.935135926835507","0","6","1.5490154768086106","1.0","3.1620000000000004","0.0","4.0","0.6270205618375537"
"UMLYSI0240","T","","CCC=C(C)C(=O)OC","42","1.8619534633090855","1.6444444444444444","1.1864546031997656","6.1009536313038994","0.5874425606372468","0.0","11.972408340240158","0","7","0.7745077384043055","1.6444444444444444","3.7739999999999996","0.0","9.0","0.4020017815319127"
"UMLYSI0241","L","","CC(C)C(O)C(C)C","41.9","1.9986807946658531","1.0","1.0506159204339487","6.179264403068835","0.3765547071601154","0.0","9.670323248283523","0","7","2.292481250360579","1.0","3.4330000000000003","0.0","8.0","0.5813106871675403"
"UMLYSI0242","V","","CCCCC(C)(C)O","41.8","2.045123238994369","1.0","0.9895437518576502","6.0685339390596","0.3810097144765689","0.0","9.670323248283523","0","7","1.91829583405449","1.0","3.705","0.0","5.0","0.5913443106729218"
"UMLYSI0243","V","","CCCCC(=O)CCCC","41.8","2.16835689388088","1.1636363636363636","0.9538252324207891","7.150888977583149","0.3532332121639127","0.0","9.474970853405472","0","9","1.9824919644402472","1.1636363636363636","4.885","0.0","8.0","0.4714867310725229"
"UMLYSI0244","L","","CCC(CC)CO","41.7","1.8871309488908057","1.0","0.971786179020418","5.145884208249226","0.4350989811089401","0.0","9.935135926835507","0","6","1.4052273811584253","1.0","3.3899999999999997","0.0","6.0","0.6120931414859572"
"UMLYSI0245","L","","C=CCCC(=O)OCC","41.2","1.8435438604693635","1.3777777777777778","0.9587324097406671","5.722273974863542","0.6174683124571886","0.0","11.972408340240158","0","7","0.7978517858173086","1.3777777777777778","3.7499999999999996","0.0","7.0","0.374979260634027"
"UMLYSI0246","V","","CCC(=O)OCC(C)C","41.1","2.0425763709339226","1.1777777777777778","0.9480287469762989","6.308060412490447","0.4419763338967972","0.0","11.608038931487028","0","7","1.5012750005643833","1.1777777777777778","3.629","0.0","7.0","0.40369579189627514"
"UMLYSI0247","V","","CCCCCCCCO","41.1","2.075831229055545","1.0","0.9020172876843651","6.396961063805792","0.3379393677136745","0.0","9.449442116690685","0","8","2.139793981882124","1.0","4.616","0.0","6.0","0.5222631259274227"
"UMLYSI0248","L","","CC(C)(C)CCO","40.9","1.6747276386533765","1.0","1.1152260116894595","5.361427157873054","0.42691491323485536","0.0","9.935135926835507","0","6","1.7754386911973468","1.0","3.206","0.0","4.0","0.6215996920847164"
"UMLYSI0249","L","","CC(=O)C(C)(C)C","40.6","1.0601924438716064","1.2142857142857142","1.215265468153847","5.408248290463863","0.4080774515197963","0.0","10.299818506707174","0","6","2.0020578956477757","1.2142857142857142","2.976","0.0","6.0","0.6443745069735318"
"UMLYSI0250","L","","CC(C)C(C)(C)O","40.6","1.5441462208487886","1.0","1.094544131689459","5.5245638646895845","0.3917332194523776","0.0","9.935135926835507","0","6","2.2390261908882803","1.0","2.978","0.0","6.0","0.6488688340606668"
"UMLYSI0251","L","","CCC(=O)OC(C)(C)C","40.5","2.427289859526683","1.1777777777777778","1.0250576969594474","6.523603362114274","0.41078590274925814","0.0","11.608038931487028","0","7","2.1641059787311887","1.1777777777777778","3.445","0.0","7.0","0.4192814982493297"
"UMLYSI0252","L","","CCC(O)(CC)CC","40.5","1.8689010069099226","1.0","1.0296162042681063","6.0685339390596","0.3810097144765689","0.0","9.670323248283523","0","7","2.231203125901446","1.0","3.705","0.0","9.0","0.5915221259440964"
"UMLYSI0253","V","","CC(O)C(C)(C)C","40.4","1.550072631604253","1.0","1.1404484672374178","5.524563864689584","0.3917332194523776","0.0","9.935135926835507","0","6","2.274973214800826","1.0","2.978","0.0","6.0","0.6366747558706479"
"UMLYSI0254","L","","CCCCCOC(C)=O","40.4","2.0688770216372756","1.1777777777777778","0.9110344856442986","6.144923705673916","0.4419763338967972","0.0","11.608038931487028","0","7","1.1747630438545156","1.1777777777777778","3.8569999999999998","0.0","6.0","0.40311077474907525"
"UMLYSI0255","V","","CCOC(=O)C=C(C)C","39.5","2.243443258381915","1.6444444444444444","1.1274072446792365","6.1009536313038994","0.5657596798089655","0.0","11.972408340240158","0","7","1.155460119356687","1.6444444444444444","3.7739999999999996","0.0","7.0","0.405035735269365"
"UMLYSI0256","L","","C1CCCC1","39.4","0.6666666666666671","1.0","0.7790786074244995","3.5355339059327373","0.23504518787566925","0.0","6.732876570223358","0","5","2.988594761554029","1.0","2.625","0.0","0.0","0.2"
"UMLYSI0257","V","","CCCCCC(C)O","39.4","1.8794085072614728","1.0","0.9026492767785276","5.852990989435774","0.3765547071601154","0.0","9.670323248283523","0","7","1.729573958513623","1.0","3.889","0.0","5.0","0.5738351221394116"
"UMLYSI0258","L","","C=CCCCC(=O)OC","39.2","1.7639935390556516","1.3777777777777778","1.0375578400561034","5.722273974863541","0.6174683124571886","0.0","11.972408340240158","0","7","0.7978517858173091","1.3777777777777778","3.7499999999999996","0.0","7.0","0.3733525517458739"
"UMLYSI0259","L","","CCCCCCCC(=O)OC","38.9","2.373034402038748","1.1515151515151516","0.9754243004626781","7.559137268047012","0.38481403192180075","0.0","10.972693845954133","0","9","1.7063428777711738","1.1515151515151516","4.855","0.0","9.0","0.3507063470620677"
"UMLYSI0260","T","","CC=CCC(=O)OC","38.8","1.6873133208477873","1.5833333333333333","1.0903872882627406","5.178303900493525","0.6269583853384623","0.0","12.448276924806445","0","6","0.7505430557959407","1.5833333333333333","3.2979999999999996","0.0","6.0","0.39798846473831"
"UMLYSI0261","L","","CC(C)OC(C)C","38.7","1.38219585225664","1.0","0.9166140721473339","5.562948828843115","0.3137046345369785","0.0","9.935135926835507","0","6","2.6199785718406607","1.0","2.6719999999999997","0.0","4.0","0.7067115033771441"
"UMLYSI0262","L","","CCCCOCCCC","38.7","2.0120600148497774","1.0","0.8820081349962013","6.650888977583149","0.32187786904760834","0.0","9.449442116690685","0","8","2.0559175927528504","1.0","4.1259999999999994","0.0","6.0","0.5609563741538134"
"UMLYSI0263","V","","CCCCC(O)CC","38.5","1.9622922504440856","1.0","0.905028936582896","5.852990989435774","0.3765547071601154","0.0","9.670323248283523","0","7","1.729573958513623","1.0","3.889","0.0","6.0","0.5734049328260392"
"UMLYSI0264","L","","CCCC(O)CCC","38.5","1.826341195084742","1.0","0.905028936582896","5.852990989435774","0.3765547071601154","0.0","9.670323248283523","0","7","1.89624062518029","1.0","3.889","0.0","6.0","0.5732630237243679"
"UMLYSI0265","V","","CC(C)(C)CC=O","38.4","1.286139266896863","1.2142857142857142","1.1791740076594772","5.192705340840037","0.46960345682260674","0.0","10.299818506707174","0","6","1.8570638165865403","1.2142857142857142","2.999","0.0","4.0","0.5895840554763535"
"UMLYSI0266","V","","CC(C)CCOC=O","38.2","1.6907254994747756","1.1944444444444444","1.0231279426875133","5.385410681680073","0.5366217701262548","0.0","12.01211118826268","0","6","1.0754887502163473","1.1944444444444444","3.1529999999999996","0.0","5.0","0.4053761950857694"
"UMLYSI0267","L","","CCC(C)CC","38.2","1.2413485259593586","1.0","0.9800271113806903","4.99156383156272","0.30519602487121955","0.0","6.6160959460597875","0","6","2.0264662506490407","1.0","2.54","0.0","4.0","0.18974904982203766"
"UMLYSI0268","L","","CCC(C)(C)OC","38.1","1.6956221326200454","1.0","1.1125627651689054","5.615355071650411","0.37056920914773767","0.0","9.935135926835507","0","6","1.7754386911973472","1.0","2.7159999999999997","0.0","6.0","0.6998794455237735"
"UMLYSI0269","L","","CC=C(C)C(=O)OC","38","1.7358396933782971","1.5833333333333333","1.2794743621818803","5.3938468501173515","0.5932604036653846","0.0","12.448276924806445","0","6","1.125814583693911","1.5833333333333333","3.2749999999999995","0.0","8.0","0.42927488795143154"
"UMLYSI0270","L","","CCOC(C)(C)C","37.9","1.516141119741478","1.0","1.0121757014546202","5.615355071650411","0.3353875153652598","0.0","9.935135926835507","0","6","2.370211310038921","1.0","2.7159999999999997","0.0","4.0","0.7136616590465632"
"UMLYSI0271","L","","CCCCCCC(C)=O","37.9","2.100735159067782","1.1777777777777778","0.955512759239966","6.443782196396601","0.3798257563743141","0.0","9.698823505695543","0","8","1.5803910001730768","1.1777777777777778","4.386","0.0","6.0","0.5168484023596834"
"UMLYSI0272","V","","CCC(C)C(C)O","37.7","1.6279129853449612","1.0","0.9913569425330011","5.309020915065757","0.4269149132348554","0.0","9.935135926835507","0","6","1.4537773815705153","1.0","3.1620000000000004","0.0","6.0","0.6271985913052867"
"UMLYSI0273","T","","CCCCCCCC=O","37.5","1.9664308866193063","1.1777777777777778","0.925460012462868","6.228239246772775","0.3952181416542045","0.0","9.698823505695543","0","8","1.869162238128022","1.1777777777777778","4.409","0.0","6.0","0.4802749540526547"
"UMLYSI0274","V","","CCCOC(=O)CCC","37.3","2.0314259358682136","1.1777777777777778","0.8811605607017032","6.144923705673916","0.449231942654911","0.0","11.608038931487028","0","7","1.283033695840302","1.1777777777777778","3.8569999999999998","0.0","7.0","0.4005008862348416"
"UMLYSI0275","L","","C=C(C)C(=O)OCCC","37.1","1.9155165465391613","1.3777777777777778","1.0286421159591903","5.937816924487368","0.6181722641639088","0.0","11.972408340240158","0","7","0.7385607144917596","1.3777777777777778","3.727","0.0","8.0","0.39407689170444965"
"UMLYSI0276","V","","CCCC(C)C","36.7","1.2696829357562043","1.0","0.9576621272729349","4.99156383156272","0.30519602487121955","0.0","6.6160959460597875","0","6","1.926466250649041","1.0","2.54","0.0","3.0","0.1901642080525535"
"UMLYSI0277","L","","CCOC(=O)CC(C)C","36.6","2.3386613487068653","1.1777777777777778","0.9850833714869375","6.308060412490447","0.4419763338967972","0.0","11.608038931487028","0","7","1.501275000564383","1.1777777777777778","3.629","0.0","7.0","0.40247824090924467"
"UMLYSI0278","V","","CCCCC(C=O)CC","36.6","1.9487186616787187","1.1777777777777778","1.000238711120418","6.391375953589305","0.4090828300395259","0.0","9.698823505695543","0","8","1.6603910001730777","1.1777777777777778","4.180999999999999","0.0","8.0","0.47872211563107775"
"UMLYSI0279","V","","COC(=O)C=C(C)C","36.4","1.6991463757741911","1.6944444444444444","1.2953803696800008","5.393846850117352","0.5932604036653846","0.0","12.448276924806445","0","6","1.2369256948050222","1.6944444444444444","3.2749999999999995","0.0","6.0","0.4301077683337799"
"UMLYSI0280","L","","CCCC(C)(C)O","36.4","1.659308093682534","1.0","0.9871346874268759","5.361427157873053","0.4052320324065741","0.0","9.935135926835507","0","6","1.8347297625228962","1.0","3.206","0.0","4.0","0.643250348606149"
"UMLYSI0281","L","","CCC(C)CCO","36.3","1.7101389241500446","1.0","0.9689603330027304","5.145884208249226","0.4350989811089401","0.0","9.935135926835507","0","6","1.214751190682236","1.0","3.3899999999999997","0.0","5.0","0.6125558375874759"
"UMLYSI0282","L","","CCCC(=O)OC(C)C","36.3","2.3423416198106377","1.1777777777777778","0.9196750356932774","6.308060412490447","0.44197633389679714","0.0","11.608038931487028","0","7","1.501275000564383","1.1777777777777778","3.629","0.0","7.0","0.4078796536870388"
"UMLYSI0283","L","","CCCCOC(C)=O","36","1.7566463562428631","1.1944444444444444","0.8893971569969997","5.437816924487368","0.47917284808706223","0.0","12.01211118826268","0","6","0.9754887502163472","1.1944444444444444","3.3579999999999997","0.0","5.0","0.4324733487956302"
"UMLYSI0284","T","","CCCCCCC","36","1.6373006662254366","1.0","0.8907914102920756","5.535533905932738","0.2540541663141084","0.0","6.634953581644547","0","7","2.499301889363654","1.0","3.267","0.0","4.0","0.16271792738806373"
"UMLYSI0285","L","","CCCCCC(=O)CC","36","2.024387111724562","1.1777777777777778","0.9461567803574749","6.443782196396601","0.3733235093510263","0.0","9.698823505695543","0","8","1.6407820003461548","1.1777777777777778","4.386","0.0","7.0","0.5170939885288824"
"UMLYSI0286","V","","CCCC=CC(=O)OC","35.9","1.8237769495858438","1.711111111111111","1.0466564428388387","5.885410681680073","0.6181722641639087","0.0","11.972408340240158","0","7","0.6433226192536643","1.711111111111111","3.797","0.0","7.0","0.3910764281416523"
"UMLYSI0287","L","","CCCC(=O)C(C)C","35.9","1.7189430548104576","1.1944444444444444","1.0081188594913346","5.899812122026583","0.40822201147860115","0.0","9.968326343312846","0","7","1.56951477331731","1.1944444444444444","3.6590000000000003","0.0","7.0","0.5695738847479154"
"UMLYSI0288","V","","CCCC(C)CO","35.8","1.6970496540137368","1.0","0.9508190064193972","5.145884208249226","0.4350989811089401","0.0","9.935135926835507","0","6","1.2147511906822355","1.0","3.3899999999999997","0.0","5.0","0.6118220311923551"
"UMLYSI0289","L","","CCCCCOC=O","35.7","1.719402178186199","1.1944444444444444","0.925235541933708","5.222273974863542","0.504750722740918","0.0","12.01211118826268","0","6","1.1132331253245207","1.1944444444444444","3.381","0.0","5.0","0.402890713831641"
"UMLYSI0290","L","","CC(C)CCCO","35.6","1.6046348526309966","1.0","0.9479931604017097","5.145884208249226","0.4350989811089401","0.0","9.935135926835507","0","6","1.3099892859203308","1.0","3.3899999999999997","0.0","4.0","0.6122864911191961"
"UMLYSI0291","V","","CCC(C)OC(C)=O","34.9","1.926182437531738","1.1944444444444444","0.9406029710352369","5.6009536313038994","0.47917284808706223","0.0","12.01211118826268","0","6","1.1132331253245207","1.1944444444444444","3.13","0.0","6.0","0.44112300034730256"
"UMLYSI0292","T","","CC(=O)OCC(C)C","34.8","1.773091959533853","1.1944444444444444","0.9721025452840011","5.6009536313038994","0.47917284808706234","0.0","12.01211118826268","0","6","1.2132331253245208","1.1944444444444444","3.13","0.0","5.0","0.43491167622533605"
"UMLYSI0293","L","","CCCCCCCO","34.7","1.8720354303805422","1.0","0.8861686338205629","5.689854282619244","0.3619268114922698","0.0","9.670323248283523","0","7","1.8637106647166908","1.0","4.117","0.0","5.0","0.561690383803443"
"UMLYSI0294","T","","CCCOC(=O)OCCC","34.5","2.134391799614007","1.1636363636363636","0.874669356108262","6.553171996137779","0.4428983070639047","0.0","12.676873397818287","0","7","1.64624062518029","1.1636363636363636","3.827","0.0","8.0","0.29107048190943186"
"UMLYSI0295","L","","O=C1CCCCC1","34.3","1.5749216851150931","1.2291666666666667","0.9459809915907569","4.443782196396601","0.4247234128075581","0.0","10.6631702634604","0","6","1.735869117901585","1.2291666666666667","3.744","0.0","5.0","0.6733234001881556"
"UMLYSI0296","L","","CCCCC(C)O","34.1","1.6000652039236347","1.0","0.8839474982704179","5.145884208249226","0.4052320324065741","0.0","9.935135926835507","0","6","1.4771214289835184","1.0","3.3899999999999997","0.0","4.0","0.6221821109865583"
"UMLYSI0297","L","","CCOC(=O)C(=CC)C","34","2.023141596009981","1.5333333333333334","1.1157116509306189","6.1009536313038994","0.5657596798089656","0.0","11.972408340240158","0","7","1.0602220241185916","1.5333333333333334","3.7739999999999996","0.0","9.0","0.4042752727433161"
"UMLYSI0298","T","","CCCC(O)CC","33.9","1.6947255208803513","1.0","0.8867733442881054","5.145884208249226","0.4052320324065741","0.0","9.935135926835507","0","6","1.5723595242216133","1.0","3.3899999999999997","0.0","5.0","0.6217205630143191"
"UMLYSI0299","L","","CCCCCCC=O","33.8","1.7423210372494728","1.1944444444444444","0.9118837625171778","5.521132465586227","0.4281199821993657","0.0","9.968326343312846","0","7","1.579767613734703","1.1944444444444444","3.91","0.0","5.0","0.5245722228744631"
"UMLYSI0300","T","","CCC=CC(=O)OC","33.6","1.7003534727590928","1.6944444444444444","1.0608842687728925","5.178303900493525","0.6536042149571435","0.0","12.448276924806445","0","6","0.6394319446848296","1.6944444444444444","3.2979999999999996","0.0","6.0","0.4185200956473578"
"UMLYSI0301","L","","CC(C)C(C)O","33.3","1.1404039813152336","1.0","0.9630046178804881","4.60191413387921","0.42966419869839256","0.0","10.258438165292631","0","5","1.6960736118322668","1.0","2.6630000000000003","0.0","4.0","0.6850993650172599"
"UMLYSI0302","T","","C=CCCC(=O)OC","33.3","1.6072095953163452","1.4166666666666667","1.0481075634263997","5.015167193676994","0.6481901559989004","0.0","12.448276924806445","0","6","0.8197159723424146","1.4166666666666667","3.251","0.0","6.0","0.39643596710118056"
"UMLYSI0303","T","","COC(C)(C)CCO","33.2","1.8770130941418164","1.0","1.0919224913132008","5.769675448336917","0.489277388804159","0.0","11.58313237654466","0","6","1.193848295749564","1.0","3.566","0.0","7.0","0.46729428421770913"
"UMLYSI0304","V","","CCC(C)(C)O","32.9","0.6183894199071306","1.0","0.983613747104975","4.654320376686506","0.4296641986983926","0.0","10.258438165292631","0","5","1.807184722943378","1.0","2.7070000000000003","0.0","3.0","0.705334968523693"
"UMLYSI0305","L","","CC(=O)CC(C)C","32.8","1.2989143434953472","1.2142857142857142","1.0367886663792834","5.192705340840036","0.4422103501161981","0.0","10.299818506707174","0","6","1.2770875003415996","1.2142857142857142","3.16","0.0","4.0","0.6370607153440194"
"UMLYSI0306","L","","CC(=O)OC(C)(C)C","32.7","2.281037697759325","1.1944444444444444","1.0673751939473688","5.816496580927726","0.4473018007017255","0.0","12.01211118826268","0","6","1.9019550008653878","1.1944444444444444","2.9459999999999997","0.0","5.0","0.4536953382067274"
"UMLYSI0307","T","","CCCCCCC(=O)OC","32.5","2.1561142208303004","1.1636363636363636","0.9710901905478225","6.852030486860464","0.41085708246760977","0.0","11.26589917459177","0","8","1.442683654012575","1.1636363636363636","4.356000000000001","0.0","8.0","0.37248923454458394"
"UMLYSI0308","T","","CCCCCC(C)=O","32.4","1.8257467564608894","1.1944444444444444","0.9467228836933761","5.736675415210053","0.40822201147860115","0.0","9.968326343312846","0","7","1.3190704549388128","1.1944444444444444","3.887","0.0","5.0","0.5691509251668152"
"UMLYSI0309","L","","CCC(C)CO","32.3","1.2615519957824475","1.0","0.9389175243265393","4.4387774270626785","0.46636733019903376","0.0","10.258438165292631","0","5","1.0838763891292742","1.0","2.891","0.0","4.0","0.6666721155047818"
"UMLYSI0310","T","","CC(C)CCO","31.9","1.2908795042195602","1.0","0.9354395599970777","4.4387774270626785","0.46636733019903376","0.0","10.258438165292631","0","5","1.1949875002403854","1.0","2.891","0.0","3.0","0.666992915336578"
"UMLYSI0311","L","","CCCOC(=O)CC","31.9","1.8873233979212096","1.1944444444444444","0.8524478287785257","5.437816924487368","0.47917284808706223","0.0","12.01211118826268","0","6","1.0754887502163473","1.1944444444444444","3.3579999999999997","0.0","6.0","0.4308880724410079"
